ecozone,ecoprovince,ecoregion,species,eco_cells,spp_cells,pct_range,min,mean,median,p80,p90,p95,max,std_dev
5,5.2,72,cmwa,7766,7210,0,0.0093,0.013,0.0131,0.0136,0.014,0.0142,0.0157,8e-4
5,5.2,72,osfl,7766,7210,39,0.0055,0.0077,0.0073,0.0086,0.0095,0.0106,0.0256,0.0015
5,5.2,72,pigr,7766,7210,99,0.0075,0.0213,0.0204,0.0246,0.0282,0.0322,0.0696,0.0061
5,5.2,72,rubl,7766,7210,95,0.007,0.0494,0.0523,0.0624,0.0675,0.0714,0.1342,0.0169
5,5.2,72,swth,7766,7210,61,0.0824,0.1459,0.1473,0.186,0.2077,0.2212,0.2527,0.0428
5,5.2,72,wwcr,7766,7210,90,0.0876,0.1584,0.157,0.202,0.2171,0.2244,0.3741,0.041
5,5.2,73,blbw,5178,5052,0,0.0043,0.0062,0.0064,0.0071,0.0073,0.0075,0.0086,9e-4
5,5.2,73,boch,5178,5052,61,0.0433,0.0734,0.0701,0.0859,0.0967,0.1045,0.1218,0.0156
5,5.2,73,brcr,5178,5052,0,0.0156,0.0201,0.0215,0.0231,0.0233,0.0236,0.0241,0.003
5,5.2,73,btnw,5178,5052,0,0.0034,0.0049,0.0048,0.0058,0.006,0.0062,0.0134,0.001
5,5.2,73,cawa,5178,5052,0,0.0032,0.0038,0.0039,0.004,0.0041,0.0042,0.0044,2e-4
5,5.2,73,cmwa,5178,5052,0,0.0094,0.0128,0.013,0.0134,0.0135,0.0137,0.0145,8e-4
5,5.2,73,osfl,5178,5052,0,0.0057,0.0066,0.0066,0.0068,0.0069,0.007,0.008,3e-4
5,5.2,73,pigr,5178,5052,21,0.0116,0.023,0.0215,0.0268,0.031,0.0349,0.0528,0.0056
5,5.2,73,rubl,5178,5052,17,0.0159,0.0329,0.028,0.0434,0.0487,0.0531,0.0738,0.0106
5,5.2,73,swth,5178,5052,0,0.0708,0.0869,0.0862,0.0923,0.0947,0.0976,0.1417,0.0076
5,5.2,73,wwcr,5178,5052,1,0.0609,0.088,0.0816,0.1046,0.1126,0.1189,0.4864,0.0255
5,5.2,74,blbw,11683,11109,0,0.0026,0.005,0.005,0.0058,0.0061,0.0063,0.0075,8e-4
5,5.2,74,boch,11683,11109,100,0.0399,0.0911,0.0857,0.1116,0.1298,0.1445,0.2624,0.0283
5,5.2,74,brcr,11683,11109,1,0.0145,0.0241,0.0237,0.0264,0.0274,0.0285,0.033,0.0026
5,5.2,74,btnw,11683,11109,0,0.0036,0.0051,0.0049,0.0057,0.006,0.0064,0.0181,8e-4
5,5.2,74,cawa,11683,11109,0,0.0025,0.0034,0.0035,0.0038,0.0039,0.004,0.0043,5e-4
5,5.2,74,cmwa,11683,11109,0,0.0092,0.0133,0.0129,0.0147,0.0156,0.0163,0.0195,0.0016
5,5.2,74,osfl,11683,11109,39,0.005,0.006,0.0059,0.0063,0.0067,0.007,0.0094,5e-4
5,5.2,74,pigr,11683,11109,94,0.0128,0.0238,0.0216,0.029,0.0327,0.0361,0.1234,0.0074
5,5.2,74,rubl,11683,11109,93,0.0155,0.0411,0.0401,0.0526,0.0588,0.0642,0.1183,0.0133
5,5.2,74,swth,11683,11109,63,0.0714,0.1013,0.0922,0.1191,0.1412,0.1566,0.2039,0.0255
5,5.2,74,wwcr,11683,11109,66,0.0769,0.1871,0.1885,0.2318,0.2473,0.2603,0.411,0.0488
5,5.4,75,blbw,5594,5554,0,0.0034,0.0054,0.0053,0.0059,0.0067,0.0072,0.0079,8e-4
5,5.4,75,boch,5594,5554,71,0.0301,0.0733,0.0685,0.0933,0.1046,0.1101,0.1846,0.0201
5,5.4,75,brcr,5594,5554,0,0.0152,0.021,0.0226,0.024,0.0243,0.0244,0.0251,0.0033
5,5.4,75,btnw,5594,5554,0,0.0039,0.0056,0.0057,0.0065,0.0069,0.0071,0.0151,0.001
5,5.4,75,cawa,5594,5554,0,0.0026,0.0031,0.003,0.0034,0.0036,0.0038,0.0042,3e-4
5,5.4,75,cmwa,5594,5554,0,0.0105,0.0139,0.0141,0.0147,0.0149,0.0151,0.0179,8e-4
5,5.4,75,osfl,5594,5554,0,0.0049,0.0069,0.0071,0.0073,0.0074,0.0075,0.01,4e-4
5,5.4,75,pigr,5594,5554,83,0.0104,0.0189,0.0179,0.0235,0.0265,0.0296,0.0709,0.0059
5,5.4,75,rubl,5594,5554,73,0.0218,0.0323,0.0314,0.035,0.0377,0.0411,0.0673,0.0049
5,5.4,75,swth,5594,5554,1,0.071,0.1069,0.1015,0.12,0.1327,0.1446,0.1757,0.017
5,5.4,75,wwcr,5594,5554,33,0.0796,0.1267,0.1215,0.1441,0.1609,0.1763,0.2738,0.0238
5,5.4,76,blbw,1447,1306,0,0.0038,0.0059,0.0054,0.007,0.0076,0.0078,0.0085,0.001
5,5.4,76,boch,1447,1306,17,0.0502,0.0705,0.0701,0.0787,0.0817,0.0844,0.2263,0.0111
5,5.4,76,brcr,1447,1306,0,0.0136,0.018,0.0166,0.0223,0.0236,0.024,0.0248,0.0034
5,5.4,76,btnw,1447,1306,0,0.003,0.0048,0.0046,0.0056,0.0062,0.0063,0.0073,8e-4
5,5.4,76,cawa,1447,1306,0,0.0027,0.003,0.003,0.0031,0.0032,0.0033,0.0038,1e-4
5,5.4,76,cmwa,1447,1306,0,0.0085,0.0127,0.0135,0.0144,0.0147,0.0149,0.0158,0.0019
5,5.4,76,osfl,1447,1306,0,0.006,0.0072,0.007,0.0074,0.0082,0.0093,0.0111,8e-4
5,5.4,76,pigr,1447,1306,60,0.0109,0.0175,0.0169,0.0214,0.0239,0.026,0.0439,0.0046
5,5.4,76,rubl,1447,1306,30,0.0185,0.0295,0.0297,0.0317,0.0332,0.0348,0.054,0.0035
5,5.4,76,swth,1447,1306,0,0.0706,0.114,0.1011,0.1412,0.1647,0.1896,0.229,0.0354
5,5.4,76,wwcr,1447,1306,26,0.0664,0.1024,0.1025,0.1153,0.1217,0.1297,0.187,0.0165
5,5.3,77,blbw,4462,4387,0,0.0034,0.0067,0.0069,0.0078,0.0081,0.0083,0.0121,0.0012
5,5.3,77,boch,4462,4387,75,0.0251,0.1086,0.0977,0.1244,0.1864,0.2401,0.4953,0.0547
5,5.3,77,brcr,4462,4387,0,0.012,0.021,0.0203,0.0232,0.0244,0.0272,0.0374,0.0033
5,5.3,77,btnw,4462,4387,0,0.0034,0.0071,0.0051,0.0072,0.0102,0.0144,0.0684,0.0067
5,5.3,77,cawa,4462,4387,0,0.0025,0.0032,0.0029,0.0036,0.0039,0.0041,0.0046,5e-4
5,5.3,77,cmwa,4462,4387,0,0.0088,0.0148,0.0144,0.0178,0.019,0.0196,0.0251,0.0028
5,5.3,77,osfl,4462,4387,0,0.0051,0.0066,0.0065,0.007,0.0074,0.0077,0.011,7e-4
5,5.3,77,pigr,4462,4387,98,0.0101,0.0219,0.0211,0.0247,0.0277,0.0312,0.0819,0.006
5,5.3,77,rubl,4462,4387,92,0.004,0.025,0.0284,0.0322,0.0346,0.0372,0.0556,0.0102
5,5.3,77,swth,4462,4387,8,0.0746,0.1314,0.1013,0.1963,0.2186,0.2312,0.3111,0.0531
5,5.3,77,wwcr,4462,4387,99,0.0705,0.127,0.1256,0.1486,0.1675,0.1852,0.3123,0.0304
5,5.3,78,blbw,5399,4947,0,0.0034,0.0059,0.0054,0.0068,0.0086,0.0092,0.0118,0.0016
5,5.3,78,boch,5399,4947,94,0.0295,0.1397,0.1322,0.1641,0.1875,0.2347,0.3624,0.0438
5,5.3,78,brcr,5399,4947,6,0.0122,0.0217,0.0213,0.0226,0.0255,0.0308,0.0503,0.0044
5,5.3,78,btnw,5399,4947,16,0.0036,0.0069,0.0051,0.0067,0.0157,0.0183,0.0293,0.0045
5,5.3,78,cawa,5399,4947,0,0.0025,0.003,0.0028,0.0029,0.0039,0.0041,0.0047,5e-4
5,5.3,78,cmwa,5399,4947,0,0.0078,0.0142,0.0133,0.0179,0.0193,0.0203,0.023,0.0033
5,5.3,78,osfl,5399,4947,43,0.0048,0.0068,0.0067,0.0074,0.008,0.0086,0.0146,0.001
5,5.3,78,pigr,5399,4947,100,0.0137,0.0216,0.021,0.0235,0.025,0.0267,0.0773,0.0034
5,5.3,78,rubl,5399,4947,94,0.0038,0.0188,0.0202,0.0263,0.0294,0.0315,0.0524,0.0088
5,5.3,78,swth,5399,4947,82,0.0849,0.1829,0.1874,0.2306,0.246,0.2561,0.3244,0.0502
5,5.3,78,wwcr,5399,4947,100,0.0644,0.1962,0.2012,0.2336,0.2547,0.276,0.4689,0.0518
5,5.3,79,blbw,674,562,0,0.0047,0.0073,0.0072,0.0079,0.0084,0.0087,0.0105,8e-4
5,5.3,79,boch,674,562,55,0.0466,0.1622,0.1606,0.1916,0.2208,0.2399,0.4077,0.0439
5,5.3,79,brcr,674,562,0,0.0128,0.0191,0.0179,0.0244,0.0268,0.0278,0.0343,0.0052
5,5.3,79,btnw,674,562,5,0.0041,0.0152,0.0164,0.0216,0.0231,0.0241,0.0274,0.0065
5,5.3,79,cawa,674,562,0,0.0035,0.0038,0.0037,0.0039,0.004,0.004,0.0044,1e-4
5,5.3,79,cmwa,674,562,0,0.0078,0.0145,0.0146,0.0179,0.0186,0.0192,0.0234,0.0037
5,5.3,79,osfl,674,562,0,0.0049,0.0063,0.0059,0.0073,0.0081,0.0083,0.0096,0.001
5,5.3,79,pigr,674,562,80,0.0121,0.0316,0.027,0.0367,0.0531,0.0651,0.3202,0.0197
5,5.3,79,rubl,674,562,74,0.0037,0.0064,0.0044,0.007,0.011,0.0167,0.0395,0.0048
5,5.3,79,swth,674,562,36,0.1425,0.1984,0.2023,0.2178,0.2232,0.2281,0.2403,0.0225
5,5.3,79,wwcr,674,562,84,0.0579,0.0845,0.0854,0.0992,0.1043,0.109,0.1204,0.0153
5,5.3,80,blbw,3537,3518,0,0.0043,0.0073,0.0071,0.0088,0.0094,0.01,0.0123,0.0016
5,5.3,80,boch,3537,3518,100,0.0584,0.2474,0.1845,0.3447,0.4758,0.5769,0.9072,0.15
5,5.3,80,brcr,3537,3518,0,0.0129,0.0196,0.0191,0.0223,0.0237,0.0257,0.0491,0.0042
5,5.3,80,btnw,3537,3518,41,0.0038,0.0242,0.0235,0.0398,0.0468,0.0531,0.0825,0.017
5,5.3,80,cawa,3537,3518,0,0.0025,0.0033,0.0032,0.0037,0.004,0.0042,0.0049,5e-4
5,5.3,80,cmwa,3537,3518,0,0.0108,0.0176,0.0177,0.0196,0.0208,0.0218,0.0286,0.0024
5,5.3,80,osfl,3537,3518,16,0.0047,0.006,0.0057,0.0065,0.0069,0.0076,0.009,7e-4
5,5.3,80,pigr,3537,3518,100,0.0101,0.028,0.0258,0.0313,0.0356,0.0418,0.1658,0.0112
5,5.3,80,rubl,3537,3518,100,0.004,0.008,0.0053,0.0114,0.0159,0.0204,0.0318,0.0052
5,5.3,80,swth,3537,3518,100,0.1424,0.2454,0.2447,0.2845,0.3005,0.3107,0.3454,0.04
5,5.3,80,wwcr,3537,3518,100,0.0665,0.1639,0.1722,0.1985,0.2092,0.2191,0.3323,0.0425
5,5.3,82,blbw,842,842,0,0.0058,0.0086,0.0085,0.0092,0.0097,0.0099,0.0111,7e-4
5,5.3,82,boch,842,842,100,0.1365,0.212,0.2023,0.231,0.251,0.2795,0.6127,0.044
5,5.3,82,brcr,842,842,0,0.0148,0.0174,0.0167,0.0195,0.0205,0.0211,0.0274,0.0019
5,5.3,82,btnw,842,842,3,0.0214,0.0368,0.036,0.0404,0.043,0.0512,0.0763,0.0076
5,5.3,82,cawa,842,842,0,0.0034,0.0037,0.0037,0.0038,0.0039,0.004,0.0043,1e-4
5,5.3,82,cmwa,842,842,0,0.0136,0.0168,0.0166,0.0176,0.0186,0.0193,0.0219,0.0012
5,5.3,82,osfl,842,842,0,0.0048,0.0054,0.0054,0.0055,0.0056,0.0056,0.0059,2e-4
5,5.3,82,pigr,842,842,100,0.0183,0.0307,0.0295,0.034,0.0378,0.043,0.0845,0.0068
5,5.3,82,rubl,842,842,100,0.004,0.0044,0.0044,0.0045,0.0046,0.0048,0.006,2e-4
5,5.3,82,swth,842,842,100,0.1768,0.2215,0.2151,0.2406,0.2548,0.2864,0.3234,0.0293
5,5.3,82,wwcr,842,842,100,0.0741,0.1213,0.1168,0.1489,0.1556,0.1621,0.1862,0.0269
5,5.3,84,blbw,198,198,0,0.0048,0.0057,0.0057,0.006,0.0062,0.0063,0.007,4e-4
5,5.3,84,boch,198,198,100,0.0721,0.1179,0.1173,0.133,0.1434,0.1506,0.1738,0.0187
5,5.3,84,brcr,198,198,0,0.0119,0.0146,0.0133,0.0159,0.0183,0.0213,0.0338,0.0031
5,5.3,84,btnw,198,198,0,0.0047,0.007,0.0064,0.0085,0.0091,0.0094,0.0099,0.0014
5,5.3,84,cawa,198,198,0,0.0026,0.0028,0.0028,0.0028,0.0029,0.0029,0.0029,1e-4
5,5.3,84,cmwa,198,198,0,0.0141,0.0171,0.017,0.0178,0.0186,0.0202,0.0237,0.0015
5,5.3,84,osfl,198,198,0,0.0061,0.0071,0.0069,0.0078,0.0082,0.0084,0.0089,7e-4
5,5.3,84,pigr,198,198,100,0.0171,0.0232,0.0227,0.0247,0.0268,0.0289,0.0437,0.0035
5,5.3,84,rubl,198,198,100,0.008,0.0187,0.0185,0.0242,0.0263,0.0287,0.0331,0.0056
5,5.3,84,swth,198,198,100,0.1559,0.2037,0.2065,0.2191,0.2232,0.2262,0.2348,0.0166
5,5.3,84,wwcr,198,198,100,0.1665,0.2013,0.2007,0.2132,0.2186,0.2282,0.2865,0.0175
5,5.3,85,blbw,332,332,0,0.0053,0.0065,0.0063,0.007,0.0076,0.0083,0.01,8e-4
5,5.3,85,boch,332,332,100,0.0953,0.2331,0.1586,0.3597,0.4655,0.5562,0.8965,0.1503
5,5.3,85,brcr,332,332,0,0.0132,0.0219,0.0205,0.026,0.0306,0.0371,0.047,0.007
5,5.3,85,btnw,332,332,0,0.0059,0.009,0.0083,0.0113,0.0136,0.0149,0.0189,0.0029
5,5.3,85,cawa,332,332,0,0.0027,0.0029,0.0028,0.0029,0.003,0.0035,0.0043,2e-4
5,5.3,85,cmwa,332,332,0,0.0165,0.0211,0.021,0.023,0.0236,0.0241,0.0259,0.0019
5,5.3,85,osfl,332,332,0,0.0055,0.006,0.0059,0.0062,0.0066,0.007,0.0081,4e-4
5,5.3,85,pigr,332,332,100,0.0177,0.023,0.0229,0.0259,0.0273,0.0285,0.0353,0.0033
5,5.3,85,rubl,332,332,100,0.0048,0.0094,0.0093,0.0108,0.0116,0.0128,0.0197,0.002
5,5.3,85,swth,332,332,100,0.2053,0.2517,0.2491,0.2661,0.2748,0.2848,0.3028,0.017
5,5.3,85,wwcr,332,332,100,0.1466,0.1837,0.1822,0.1946,0.2026,0.2116,0.2739,0.0144
6A,6.1,87,blbw,4885,4541,0,0.0014,0.0032,0.0027,0.0037,0.0046,0.006,0.0134,0.0012
6A,6.1,87,boch,4885,4541,93,0.0412,0.0676,0.0661,0.0776,0.0816,0.0847,0.0984,0.0099
6A,6.1,87,brcr,4885,4541,0,0.014,0.0166,0.0161,0.0179,0.0196,0.0204,0.0215,0.0018
6A,6.1,87,btnw,4885,4541,47,0.0031,0.0056,0.0055,0.0066,0.0073,0.0076,0.0087,0.0011
6A,6.1,87,cawa,4885,4541,0,0.0021,0.0049,0.0033,0.0052,0.0104,0.0156,0.0283,0.0043
6A,6.1,87,cmwa,4885,4541,100,0.0079,0.0344,0.0248,0.0432,0.0809,0.1098,0.2146,0.0308
6A,6.1,87,osfl,4885,4541,94,0.0034,0.0067,0.0068,0.0081,0.0084,0.0087,0.0108,0.0014
6A,6.1,87,pigr,4885,4541,100,0.004,0.0066,0.006,0.0076,0.0091,0.0105,0.0192,0.0018
6A,6.1,87,rubl,4885,4541,94,0.0056,0.0175,0.0171,0.022,0.0249,0.0272,0.0429,0.0052
6A,6.1,87,swth,4885,4541,93,0.1248,0.2377,0.2516,0.2783,0.2925,0.3028,0.3653,0.0475
6A,6.1,87,wwcr,4885,4541,100,0.079,0.1645,0.1548,0.1914,0.2135,0.2274,0.9568,0.0478
6A,6.1,88,blbw,12209,11577,0,0.0017,0.0135,0.0047,0.0134,0.0256,0.0689,0.2031,0.0252
6A,6.1,88,boch,12209,11577,97,0.0425,0.0732,0.0736,0.0864,0.0899,0.0915,0.1135,0.0124
6A,6.1,88,brcr,12209,11577,22,0.0148,0.0261,0.025,0.0308,0.0355,0.0403,0.053,0.0068
6A,6.1,88,btnw,12209,11577,74,0.0041,0.0101,0.0095,0.0126,0.0144,0.0192,0.0272,0.004
6A,6.1,88,cawa,12209,11577,36,0.0021,0.0092,0.0057,0.0159,0.0223,0.0248,0.0445,0.0077
6A,6.1,88,cmwa,12209,11577,93,0.0058,0.1015,0.0426,0.1733,0.2937,0.3618,0.8385,0.1271
6A,6.1,88,osfl,12209,11577,97,0.0025,0.0055,0.0055,0.007,0.0079,0.0083,0.0105,0.0016
6A,6.1,88,pigr,12209,11577,100,0.0036,0.0062,0.0057,0.0066,0.0089,0.0123,0.0395,0.0026
6A,6.1,88,rubl,12209,11577,97,0.0042,0.0137,0.0126,0.0187,0.0257,0.0286,0.0413,0.0072
6A,6.1,88,swth,12209,11577,97,0.1148,0.2036,0.2011,0.2512,0.2683,0.2823,0.3389,0.0475
6A,6.1,88,wwcr,12209,11577,100,0.0449,0.1627,0.1641,0.1923,0.2143,0.2343,1.6054,0.0613
6A,6.1,89,blbw,8863,8760,27,0.0016,0.01,0.0041,0.0163,0.0273,0.0343,0.0927,0.0112
6A,6.1,89,boch,8863,8760,98,0.0473,0.075,0.0761,0.0836,0.0866,0.0884,0.0944,0.0092
6A,6.1,89,brcr,8863,8760,31,0.0139,0.0247,0.023,0.0289,0.032,0.0354,0.0513,0.0054
6A,6.1,89,btnw,8863,8760,79,0.0038,0.0094,0.0092,0.0118,0.0132,0.0142,0.0187,0.0027
6A,6.1,89,cawa,8863,8760,61,0.0021,0.0087,0.0056,0.0163,0.0183,0.0196,0.0328,0.0066
6A,6.1,89,cmwa,8863,8760,76,0.0077,0.08,0.0427,0.1448,0.174,0.2054,0.6216,0.0829
6A,6.1,89,osfl,8863,8760,98,0.0026,0.0056,0.0056,0.0073,0.0079,0.0083,0.0115,0.0017
6A,6.1,89,pigr,8863,8760,98,0.0033,0.0062,0.0055,0.0066,0.0096,0.0119,0.0513,0.0031
6A,6.1,89,rubl,8863,8760,98,0.0048,0.0166,0.017,0.0241,0.0278,0.0297,0.0506,0.0081
6A,6.1,89,swth,8863,8760,97,0.1165,0.1872,0.1947,0.2214,0.2374,0.248,0.2789,0.039
6A,6.1,89,wwcr,8863,8760,100,0.0621,0.1918,0.1969,0.2363,0.2615,0.2927,0.7856,0.0638
6A,6.2,90,blbw,9188,9106,99,0.0054,0.1064,0.1037,0.1777,0.2104,0.2348,0.3443,0.0739
6A,6.2,90,boch,9188,9106,99,0.0211,0.0676,0.0711,0.0872,0.0912,0.0938,0.1066,0.0203
6A,6.2,90,brcr,9188,9106,99,0.021,0.0512,0.0509,0.0608,0.071,0.0749,0.0846,0.0131
6A,6.2,90,btnw,9188,9106,99,0.0104,0.0273,0.0245,0.0404,0.0443,0.0475,0.1251,0.0126
6A,6.2,90,cawa,9188,9106,99,0.007,0.023,0.0236,0.0284,0.0315,0.034,0.0552,0.0067
6A,6.2,90,cmwa,9188,9106,100,0.0184,0.1318,0.1219,0.1732,0.2135,0.269,0.443,0.0653
6A,6.2,90,osfl,9188,9106,99,0.002,0.0032,0.003,0.0035,0.0044,0.0049,0.0072,7e-4
6A,6.2,90,pigr,9188,9106,99,0.0033,0.0041,0.0039,0.0045,0.0047,0.0047,0.0074,4e-4
6A,6.2,90,rubl,9188,9106,99,0.0028,0.0044,0.0041,0.0051,0.0054,0.0067,0.0087,0.001
6A,6.2,90,swth,9188,9106,99,0.0264,0.1932,0.1957,0.2445,0.2616,0.2693,0.283,0.0549
6A,6.2,90,wwcr,9188,9106,100,0.0169,0.0922,0.0825,0.136,0.1808,0.1919,0.2565,0.0529
6A,6.5,91,blbw,2823,2633,94,0.0426,0.1606,0.1548,0.2174,0.2369,0.2501,0.329,0.0571
6A,6.5,91,boch,2823,2633,86,0.0174,0.0267,0.0256,0.029,0.0356,0.038,0.0436,0.005
6A,6.5,91,brcr,2823,2633,94,0.0155,0.0282,0.0279,0.0306,0.035,0.0431,0.0523,0.0061
6A,6.5,91,btnw,2823,2633,94,0.0151,0.0347,0.0355,0.0383,0.0395,0.0407,0.1342,0.0053
6A,6.5,91,cawa,2823,2633,93,0.0106,0.0238,0.0237,0.0273,0.0288,0.03,0.036,0.004
6A,6.5,91,cmwa,2823,2633,100,0.015,0.0449,0.0327,0.0513,0.098,0.1187,0.1673,0.0296
6A,6.5,91,osfl,2823,2633,94,0.0019,0.0024,0.0024,0.0026,0.0027,0.0027,0.003,2e-4
6A,6.5,91,pigr,2823,2633,94,0.0034,0.0039,0.0038,0.0038,0.0039,0.0039,0.008,2e-4
6A,6.5,91,rubl,2823,2633,93,0.003,0.0033,0.0033,0.0033,0.0033,0.0033,0.0035,0
6A,6.5,91,swth,2823,2633,93,0.0151,0.059,0.049,0.083,0.0989,0.1119,0.1638,0.0284
6A,6.5,91,wwcr,2823,2633,100,0.0168,0.0254,0.0246,0.0298,0.0334,0.0411,0.0617,0.0071
6A,6.5,93,blbw,1584,1583,100,0.0436,0.1875,0.1889,0.2303,0.2464,0.2579,0.3268,0.0476
6A,6.5,93,boch,1584,1583,100,0.0174,0.0334,0.0328,0.0418,0.0435,0.045,0.0529,0.0079
6A,6.5,93,brcr,1584,1583,100,0.0159,0.0304,0.0284,0.0345,0.046,0.0476,0.0547,0.0082
6A,6.5,93,btnw,1584,1583,100,0.03,0.0432,0.0412,0.045,0.0475,0.061,0.1057,0.0095
6A,6.5,93,cawa,1584,1583,100,0.0204,0.0311,0.0309,0.0339,0.0358,0.0374,0.0903,0.0043
6A,6.5,93,cmwa,1584,1583,100,0.0096,0.0238,0.0199,0.0328,0.0389,0.0413,0.0476,0.0085
6A,6.5,93,osfl,1584,1583,100,0.002,0.0027,0.0027,0.0029,0.0029,0.003,0.0033,2e-4
6A,6.5,93,pigr,1584,1583,100,0.0037,0.0038,0.0038,0.0038,0.0038,0.0039,0.0045,1e-4
6A,6.5,93,rubl,1584,1583,100,0.0032,0.0033,0.0033,0.0033,0.0033,0.0033,0.0034,0
6A,6.5,93,swth,1584,1583,100,0.0287,0.124,0.1276,0.1644,0.1707,0.1936,0.2342,0.0468
6A,6.5,93,wwcr,1584,1583,100,0.0202,0.0347,0.0303,0.0459,0.0529,0.0566,0.0732,0.0113
6A,6.2,94,blbw,5105,4775,94,0.0102,0.0546,0.0315,0.0761,0.1269,0.1743,0.2735,0.0494
6A,6.2,94,boch,5105,4775,94,0.0296,0.0677,0.0711,0.0787,0.0804,0.0812,0.0987,0.0119
6A,6.2,94,brcr,5105,4775,94,0.0148,0.0514,0.056,0.0643,0.0679,0.07,0.0772,0.015
6A,6.2,94,btnw,5105,4775,100,0.0126,0.0342,0.0318,0.039,0.0457,0.0595,0.2173,0.0172
6A,6.2,94,cawa,5105,4775,94,0.0073,0.0192,0.0184,0.0248,0.0268,0.0287,0.0377,0.0059
6A,6.2,94,cmwa,5105,4775,95,0.0123,0.053,0.05,0.0747,0.0901,0.1166,0.1579,0.0294
6A,6.2,94,osfl,5105,4775,94,0.0026,0.0039,0.0037,0.0049,0.0051,0.0053,0.0061,9e-4
6A,6.2,94,pigr,5105,4775,100,0.0037,0.0046,0.0046,0.0049,0.0056,0.0059,0.0066,6e-4
6A,6.2,94,rubl,5105,4775,94,0.0031,0.0036,0.0033,0.0038,0.0042,0.0046,0.0062,5e-4
6A,6.2,94,swth,5105,4775,94,0.1452,0.2311,0.2388,0.2471,0.2564,0.2663,0.3019,0.0253
6A,6.2,94,wwcr,5105,4775,100,0.0229,0.1051,0.103,0.1388,0.1557,0.1696,0.6786,0.0384
6A,6.1,95,blbw,6935,6935,36,0.0021,0.0085,0.0063,0.0146,0.0178,0.0208,0.0399,0.0059
6A,6.1,95,boch,6935,6935,100,0.0577,0.0827,0.0822,0.0883,0.0917,0.0946,0.1026,0.0068
6A,6.1,95,brcr,6935,6935,41,0.0214,0.0338,0.0281,0.0406,0.0566,0.0587,0.066,0.011
6A,6.1,95,btnw,6935,6935,98,0.0059,0.0126,0.0134,0.0151,0.0168,0.02,0.0308,0.0044
6A,6.1,95,cawa,6935,6935,90,0.0022,0.0067,0.0062,0.0101,0.0118,0.013,0.0221,0.0036
6A,6.1,95,cmwa,6935,6935,24,0.0113,0.0427,0.0354,0.068,0.0838,0.1009,0.1409,0.0278
6A,6.1,95,osfl,6935,6935,100,0.0036,0.0066,0.0068,0.0077,0.0081,0.0083,0.0119,0.0012
6A,6.1,95,pigr,6935,6935,100,0.0044,0.0059,0.0059,0.0064,0.0068,0.0075,0.0162,0.001
6A,6.1,95,rubl,6935,6935,100,0.0033,0.0148,0.012,0.0239,0.0272,0.0302,0.0547,0.009
6A,6.1,95,swth,6935,6935,100,0.1287,0.2399,0.2501,0.2761,0.2841,0.2879,0.3039,0.0438
6A,6.1,95,wwcr,6935,6935,100,0.099,0.2212,0.2232,0.2667,0.2964,0.3223,0.6648,0.0623
6A,6.2,96,blbw,11105,11101,38,0.005,0.0576,0.0395,0.1037,0.1385,0.1641,0.2597,0.0508
6A,6.2,96,boch,11105,11101,100,0.0301,0.0741,0.063,0.0938,0.1229,0.1399,0.2479,0.0301
6A,6.2,96,brcr,11105,11101,100,0.0139,0.041,0.0452,0.0515,0.0543,0.0562,0.2852,0.0126
6A,6.2,96,btnw,11105,11101,92,0.0114,0.0394,0.0355,0.0478,0.053,0.0595,0.2017,0.0168
6A,6.2,96,cawa,11105,11101,100,0.0037,0.0202,0.0205,0.0273,0.0311,0.0336,0.0463,0.0083
6A,6.2,96,cmwa,11105,11101,86,0.0112,0.0278,0.0264,0.0326,0.036,0.0394,0.0676,0.0065
6A,6.2,96,osfl,11105,11101,100,0.0025,0.0039,0.0035,0.0048,0.0058,0.0064,0.0121,0.0012
6A,6.2,96,pigr,11105,11101,100,0.0036,0.0047,0.0046,0.0052,0.0061,0.0065,0.0115,9e-4
6A,6.2,96,rubl,11105,11101,100,0.003,0.0035,0.0033,0.0034,0.0038,0.0041,0.0088,5e-4
6A,6.2,96,swth,11105,11101,100,0.0713,0.2079,0.2149,0.2341,0.2419,0.2483,0.2833,0.0317
6A,6.2,96,wwcr,11105,11101,100,0.023,0.1154,0.0876,0.1817,0.2333,0.256,0.47,0.0683
6A,6.6,97,blbw,5210,5194,99,0.0321,0.1292,0.1325,0.1694,0.1866,0.1967,0.2399,0.043
6A,6.6,97,boch,5210,5194,100,0.0174,0.037,0.0385,0.0454,0.0476,0.0495,0.0614,0.0089
6A,6.6,97,brcr,5210,5194,100,0.0117,0.0219,0.0215,0.0253,0.0274,0.0297,0.0509,0.0047
6A,6.6,97,btnw,5210,5194,100,0.0337,0.0828,0.0643,0.114,0.1581,0.1803,0.2574,0.0449
6A,6.6,97,cawa,5210,5194,100,0.0108,0.031,0.0294,0.036,0.041,0.0484,0.0964,0.0088
6A,6.6,97,cmwa,5210,5194,100,0.0065,0.0164,0.0164,0.0196,0.0211,0.023,0.0291,0.0041
6A,6.6,97,osfl,5210,5194,100,0.0021,0.0028,0.0029,0.003,0.003,0.003,0.0036,2e-4
6A,6.6,97,pigr,5210,5194,100,0.0036,0.0039,0.0038,0.004,0.0041,0.0043,0.0046,2e-4
6A,6.6,97,rubl,5210,5194,100,0.0031,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0
